id,application_id,name,full_name,pan,mobile,email,gender,age,date_of_birth,cibil,cibil_score,monthly_income,loan_amt,loan_amount_requested,tenure_months,existing_emi,type,loan_type,city,employment_type,loan_purpose,indicative_rate,property_type,created
RET-001407,RET-001407,Shashi Limaye,Shashi Limaye,ADUON7938A,9647038003,shashi1407@outlook.com,O,41,1985-04-25,885,885,119724,400000,400000,48,24114,personal_loan,personal_loan,Bengaluru,salaried,Debt consolidation,15.12,,2026-02-16
RET-001408,RET-001408,Swati Ganesan,Swati Ganesan,KOQHU8732E,9533805421,swati1408@outlook.com,O,56,1970-03-14,744,744,62490,1300000,1300000,72,18133,auto_loan,auto_loan,Surat,self_employed_non_professional,Home renovation,14.74,,2024-04-29
RET-001409,RET-001409,Aanya Ramaswamy,Aanya Ramaswamy,FNFHF9162B,9944592808,aanya1409@rediffmail.com,M,60,1966-12-23,701,701,93980,2400000,2400000,48,109,personal_loan,personal_loan,Bengaluru,self_employed_professional,Home appliances,17.06,,2026-01-16
RET-001410,RET-001410,Rakesh Sisodia,Rakesh Sisodia,JAGYA2702T,9287318341,rakesh1410@yahoo.co.in,F,34,1992-03-17,656,656,60349,2100000,2100000,36,17202,personal_loan,personal_loan,Kolkata,self_employed_professional,Medical emergency,11.41,,2025-08-03
RET-001411,RET-001411,Mamatha Phogat,Mamatha Phogat,XLTSG3543F,9264822631,mamatha1411@outlook.com,F,24,2002-07-10,692,692,38165,180000,180000,24,6791,gold_loan,gold_loan,Pune,self_employed_professional,Education,17.25,,2024-12-07
RET-001412,RET-001412,Angad Mittal,Angad Mittal,PWAVM8282O,9146584334,angad1412@outlook.com,M,29,1997-07-19,675,675,177762,1800000,1800000,48,58696,auto_loan,auto_loan,Bengaluru,self_employed_non_professional,Home renovation,11.82,,2026-01-07
RET-001413,RET-001413,Pradeep Chidambaram,Pradeep Chidambaram,TZDXA2776Q,9643680209,pradeep1413@outlook.com,F,41,1985-01-12,712,712,98091,6800000,6800000,120,31604,home_loan,home_loan,Surat,self_employed_professional,Consumer durables,13.31,under_construction,2024-08-30
RET-001414,RET-001414,Amisha Sivaramakrishnan,Amisha Sivaramakrishnan,KDJQD3890O,9371534855,amisha1414@yahoo.co.in,M,26,2000-05-24,736,736,23095,1700000,1700000,180,4487,home_loan,home_loan,Coimbatore,self_employed_professional,Education,11.38,under_construction,2024-04-26
RET-001415,RET-001415,Esha Singh,Esha Singh,GYPNF1032N,9696844432,esha1415@gmail.com,F,55,1971-11-25,762,762,281493,1200000,1200000,60,4009,auto_loan,auto_loan,Mumbai,self_employed_non_professional,Medical emergency,14.75,,2024-05-03
RET-001416,RET-001416,Pallavi Oswal,Pallavi Oswal,VSVEB9177N,9257821350,pallavi1416@gmail.com,F,57,1969-09-14,838,838,49912,3000000,3000000,120,15572,education_loan,education_loan,Bengaluru,self_employed_non_professional,Business expansion,15.54,,2025-08-08
RET-001417,RET-001417,Adhiti Ramachandran,Adhiti Ramachandran,FGXMS1512K,9145679333,adhiti1417@gmail.com,F,38,1988-09-07,719,719,135290,300000,300000,36,16173,personal_loan,personal_loan,Bengaluru,salaried,Vehicle purchase,14.15,,2025-12-25
RET-001418,RET-001418,Yash Gawde,Yash Gawde,PUYLK5876V,9404441389,yash1418@yahoo.co.in,M,49,1977-11-28,776,776,218022,200000,200000,6,62398,gold_loan,gold_loan,Bengaluru,self_employed_non_professional,Travel,17.06,,2025-01-01
RET-001419,RET-001419,Aadhvik Ahlawat,Aadhvik Ahlawat,RENQK4882H,9540928719,aadhvik1419@yahoo.co.in,O,27,1999-04-22,689,689,60380,2500000,2500000,60,11174,education_loan,education_loan,Mumbai,self_employed_professional,Travel,10.3,,2024-06-22
RET-001420,RET-001420,Sowmya Tripathi,Sowmya Tripathi,WTSXP3039M,9933233567,sowmya1420@rediffmail.com,F,50,1976-06-15,893,893,223117,1400000,1400000,36,44380,auto_loan,auto_loan,Delhi,self_employed_non_professional,Business expansion,10.92,,2025-11-01
RET-001421,RET-001421,Pinky Phogat,Pinky Phogat,QFNQH5327L,9523285920,pinky1421@hotmail.com,O,57,1969-01-08,652,652,84330,200000,200000,24,11693,personal_loan,personal_loan,Coimbatore,self_employed_non_professional,Medical emergency,11.64,,2024-12-03
RET-001422,RET-001422,Bhumi Phogat,Bhumi Phogat,VOZQW5301I,9366343529,bhumi1422@yahoo.co.in,M,22,2004-11-26,797,797,49763,1500000,1500000,60,12899,auto_loan,auto_loan,Mumbai,self_employed_professional,Home renovation,11.81,,2026-01-17
RET-001423,RET-001423,Kumar Birla,Kumar Birla,GBNAX4338L,9751713085,kumar1423@hotmail.com,F,58,1968-02-10,846,846,145523,1500000,1500000,120,29133,education_loan,education_loan,Bengaluru,self_employed_non_professional,Business expansion,17.11,,2025-11-12
RET-001424,RET-001424,Swara Gopalakrishnan,Swara Gopalakrishnan,XFSSO9596G,9604812063,swara1424@rediffmail.com,O,44,1982-05-22,594,594,47557,400000,400000,60,15238,auto_loan,auto_loan,Delhi,self_employed_professional,Personal expenses,18.12,,2025-12-30
RET-001425,RET-001425,Rajesh Mukherjee,Rajesh Mukherjee,MPVWV4663N,9460884263,rajesh1425@hotmail.com,M,28,1998-04-07,860,860,76471,2500000,2500000,60,10917,personal_loan,personal_loan,Mumbai,self_employed_non_professional,Medical emergency,13.93,,2024-08-31
RET-001426,RET-001426,Manoj Krishnan,Manoj Krishnan,PBRUQ1570W,9527046167,manoj1426@hotmail.com,M,35,1991-01-02,899,899,68090,6200000,6200000,300,1535,home_loan,home_loan,Delhi,self_employed_professional,Medical emergency,18.45,ready_to_move,2025-02-14
RET-001427,RET-001427,Alok Thakkar,Alok Thakkar,MCAQN1862X,9423526291,alok1427@rediffmail.com,M,59,1967-08-13,760,760,60038,170000,170000,18,15403,gold_loan,gold_loan,Bengaluru,self_employed_non_professional,Debt consolidation,10.81,,2024-03-27
RET-001428,RET-001428,Rahul Joseph,Rahul Joseph,FUTBK4639E,9721247945,rahul1428@rediffmail.com,O,43,1983-04-05,709,709,25726,110000,110000,24,4982,gold_loan,gold_loan,Indore,self_employed_non_professional,Personal expenses,9.89,,2025-10-23
RET-001429,RET-001429,Abha Godara,Abha Godara,HCNJL3525T,9573926132,abha1429@rediffmail.com,M,54,1972-12-08,708,708,96787,300000,300000,12,12012,personal_loan,personal_loan,Bengaluru,self_employed_professional,Wedding,12.43,,2025-04-14
RET-001430,RET-001430,Urvashi Gupta,Urvashi Gupta,XHRYO9331O,9207592354,urvashi1430@gmail.com,O,56,1970-12-13,776,776,37869,3900000,3900000,240,5728,home_loan,home_loan,Chennai,self_employed_professional,Travel,14.62,under_construction,2025-08-24
RET-001431,RET-001431,Varun Subramanian,Varun Subramanian,KYWFY8733Q,9272070648,varun1431@hotmail.com,F,29,1997-10-14,831,831,42249,90000,90000,24,5627,gold_loan,gold_loan,Chennai,self_employed_professional,Business expansion,14.89,,2024-08-15
RET-001432,RET-001432,Sanchi Paul,Sanchi Paul,CSZWH5348F,9140295010,sanchi1432@outlook.com,O,42,1984-02-23,774,774,43180,200000,200000,12,4671,personal_loan,personal_loan,Bengaluru,self_employed_professional,Medical emergency,17.21,,2024-04-22
RET-001433,RET-001433,Yashwanth D'Souza,Yashwanth D'Souza,NNVQB8154W,9872466132,yashwanth1433@yahoo.co.in,O,47,1979-04-20,730,730,55878,2000000,2000000,36,13048,personal_loan,personal_loan,Delhi,self_employed_professional,Solar panel installation,12.02,,2024-08-05
RET-001434,RET-001434,Anil Jain,Anil Jain,KDTPR6494C,9946219256,anil1434@gmail.com,F,60,1966-04-05,879,879,229604,600000,600000,12,40916,personal_loan,personal_loan,Bengaluru,salaried,Wedding,17.34,,2025-06-03
RET-001435,RET-001435,Vaishnavi Gomes,Vaishnavi Gomes,WEBCL2918F,9304992022,vaishnavi1435@gmail.com,F,42,1984-08-04,859,859,92266,2000000,2000000,36,3417,personal_loan,personal_loan,Bengaluru,self_employed_non_professional,Home renovation,15.38,,2026-01-26
RET-001436,RET-001436,Deepak Jadhav,Deepak Jadhav,FQTKY7857J,9996462483,deepak1436@rediffmail.com,F,33,1993-08-02,780,780,294267,4400000,4400000,120,30879,home_loan,home_loan,Bengaluru,self_employed_professional,Medical emergency,11.52,under_construction,2025-05-18
RET-001437,RET-001437,Pranjal Mondal,Pranjal Mondal,GJHXM5661G,9841599298,pranjal1437@outlook.com,M,49,1977-06-20,624,624,102328,4800000,4800000,180,33897,home_loan,home_loan,Bengaluru,salaried,Home appliances,12.49,under_construction,2024-12-01
RET-001438,RET-001438,Saritha Sekhon,Saritha Sekhon,FLJXJ7736L,9742816265,saritha1438@gmail.com,M,41,1985-07-13,864,864,130528,5700000,5700000,300,28725,home_loan,home_loan,Bhopal,self_employed_non_professional,Solar panel installation,16.5,ready_to_move,2024-11-22
RET-001439,RET-001439,Sahana Maheshwari,Sahana Maheshwari,YCAKU7260F,9359761318,sahana1439@hotmail.com,O,55,1971-06-22,728,728,118085,1400000,1400000,60,33890,auto_loan,auto_loan,Pune,salaried,Vehicle purchase,10.35,,2025-12-25
RET-001440,RET-001440,Sunil Kumar,Sunil Kumar,LDWRD4771Y,9717460977,sunil1440@yahoo.co.in,O,49,1977-10-01,739,739,45878,220000,220000,12,7699,gold_loan,gold_loan,Chennai,salaried,Debt consolidation,13.23,,2024-05-01
RET-001441,RET-001441,Avni Sivaramakrishnan,Avni Sivaramakrishnan,UVDMB4216K,9374736519,avni1441@hotmail.com,M,50,1976-11-26,653,653,84383,50000,50000,18,23978,gold_loan,gold_loan,Bengaluru,self_employed_non_professional,Business expansion,14.87,,2026-01-29
RET-001442,RET-001442,Srinivas Zaveri,Srinivas Zaveri,VBLPE3499U,9289244929,srinivas1442@outlook.com,O,47,1979-11-07,750,750,40065,6500000,6500000,180,8091,home_loan,home_loan,Bengaluru,self_employed_non_professional,Solar panel installation,15.17,ready_to_move,2024-05-26
RET-001443,RET-001443,Aditi Chetty,Aditi Chetty,WMCDV2717M,9864467344,aditi1443@gmail.com,O,41,1985-07-07,839,839,33400,2400000,2400000,60,2267,personal_loan,personal_loan,Hyderabad,salaried,Consumer durables,9.72,,2024-10-07
RET-001444,RET-001444,Aadhira Mathew,Aadhira Mathew,TXPYQ5119H,9246306332,aadhira1444@hotmail.com,O,44,1982-11-08,772,772,113305,1300000,1300000,12,28427,personal_loan,personal_loan,Ahmedabad,self_employed_non_professional,Wedding,10.86,,2025-02-28
RET-001445,RET-001445,Sunil Dhillon,Sunil Dhillon,ZSTSH4287P,9181004734,sunil1445@rediffmail.com,M,34,1992-04-08,825,825,52177,2600000,2600000,180,15947,home_loan,home_loan,Bengaluru,self_employed_professional,Wedding,11.67,under_construction,2025-01-03
RET-001446,RET-001446,Murali Salunkhe,Murali Salunkhe,HABGT5305E,9214600820,murali1446@outlook.com,O,41,1985-09-24,734,734,250754,1000000,1000000,180,14020,home_loan,home_loan,Bengaluru,salaried,Home appliances,12.77,ready_to_move,2025-07-11
RET-001447,RET-001447,Anurag Karuppusamy,Anurag Karuppusamy,TENUP9847F,9893064481,anurag1447@gmail.com,F,25,2001-07-22,735,735,94794,1700000,1700000,48,23548,auto_loan,auto_loan,Bengaluru,salaried,Personal expenses,13.01,,2025-01-23
RET-001448,RET-001448,Himanshu Pereira,Himanshu Pereira,DHPCR3500R,9388950006,himanshu1448@rediffmail.com,O,44,1982-10-18,886,886,362613,900000,900000,72,76932,auto_loan,auto_loan,Hyderabad,self_employed_professional,Wedding,12.85,,2024-04-09
RET-001449,RET-001449,Tarun Chaudhury,Tarun Chaudhury,AQWWH6319S,9806175753,tarun1449@rediffmail.com,F,26,2000-09-11,750,750,40727,400000,400000,36,3077,auto_loan,auto_loan,Bengaluru,salaried,Home renovation,15.29,,2025-06-17
RET-001450,RET-001450,Aparna Kulkarni,Aparna Kulkarni,PGUGO2720J,9615615739,aparna1450@outlook.com,O,54,1972-03-28,752,752,74309,1900000,1900000,60,8549,auto_loan,auto_loan,Bengaluru,self_employed_non_professional,Education,12.28,,2024-04-25
RET-001451,RET-001451,Gunjan Toor,Gunjan Toor,BYXCJ9309P,9852256468,gunjan1451@gmail.com,O,38,1988-04-09,747,747,259582,2300000,2300000,24,38856,personal_loan,personal_loan,Ahmedabad,self_employed_professional,Business expansion,14.95,,2024-06-29
RET-001452,RET-001452,Namrata Srivastava,Namrata Srivastava,RDWNF6894O,9270554283,namrata1452@hotmail.com,O,41,1985-11-20,765,765,76806,5000000,5000000,120,16450,home_loan,home_loan,Mumbai,self_employed_professional,Education,18.39,under_construction,2025-11-19
RET-001453,RET-001453,Tanvi Joshi,Tanvi Joshi,XGGNB9045W,9738988031,tanvi1453@outlook.com,F,50,1976-03-08,880,880,91967,130000,130000,6,2867,gold_loan,gold_loan,Bengaluru,salaried,Solar panel installation,15.43,,2025-06-22
RET-001454,RET-001454,Rahul Raval,Rahul Raval,HUBKR7163V,9658378065,rahul1454@rediffmail.com,M,59,1967-05-26,778,778,30953,3900000,3900000,240,833,home_loan,home_loan,Indore,self_employed_professional,Business expansion,11.99,ready_to_move,2024-11-23
RET-001455,RET-001455,Reshma Menon,Reshma Menon,SEZAY2539I,9184872759,reshma1455@rediffmail.com,F,32,1994-02-26,842,842,41402,7700000,7700000,300,3135,home_loan,home_loan,Bengaluru,self_employed_professional,Education,15.28,ready_to_move,2024-09-26
RET-001456,RET-001456,Astha Gawde,Astha Gawde,FFKHO3048Z,9807142307,astha1456@gmail.com,M,27,1999-04-22,558,558,140731,1000000,1000000,36,28921,personal_loan,personal_loan,Hyderabad,self_employed_professional,Wedding,11.79,,2024-06-30
RET-001457,RET-001457,Ranjith Srivastava,Ranjith Srivastava,YZVDQ8770L,9403079155,ranjith1457@outlook.com,O,31,1995-06-20,750,750,99128,2400000,2400000,48,32045,personal_loan,personal_loan,Bengaluru,salaried,Wedding,9.56,,2024-07-08
RET-001458,RET-001458,Meghana Pai,Meghana Pai,IXXJC2131Y,9631214363,meghana1458@gmail.com,F,51,1975-01-24,867,867,43533,6200000,6200000,240,8913,home_loan,home_loan,Bengaluru,self_employed_professional,Business expansion,10.8,under_construction,2025-04-14
RET-001459,RET-001459,Lavanya Gomes,Lavanya Gomes,EAVNT9767K,9229571265,lavanya1459@gmail.com,O,54,1972-01-26,846,846,22390,2900000,2900000,300,5168,home_loan,home_loan,Bengaluru,self_employed_non_professional,Vehicle purchase,18.09,ready_to_move,2024-07-17
RET-001460,RET-001460,Nidhi Annamalai,Nidhi Annamalai,YRGSA2559V,9825446095,nidhi1460@outlook.com,O,40,1986-03-16,741,741,152139,2000000,2000000,12,21668,personal_loan,personal_loan,Bengaluru,salaried,Debt consolidation,13.97,,2024-10-20
RET-001461,RET-001461,Nisha Rodrigues,Nisha Rodrigues,OWWFB6720R,9945660160,nisha1461@gmail.com,M,43,1983-07-11,831,831,115211,400000,400000,36,3732,auto_loan,auto_loan,Bengaluru,salaried,Medical emergency,10.91,,2025-12-15
RET-001462,RET-001462,Jatin Kang,Jatin Kang,ZDGGL7185L,9751608223,jatin1462@outlook.com,O,32,1994-12-22,885,885,75513,600000,600000,48,20139,personal_loan,personal_loan,Delhi,self_employed_professional,Medical emergency,10.89,,2025-06-27
RET-001463,RET-001463,Vijay Pandya,Vijay Pandya,OEZTD9721I,9885504564,vijay1463@hotmail.com,O,37,1989-05-03,701,701,27736,1200000,1200000,36,8883,personal_loan,personal_loan,Chennai,self_employed_professional,Solar panel installation,17.81,,2026-01-09
RET-001464,RET-001464,Indira Balakrishnan,Indira Balakrishnan,NRIWY7265N,9483545349,indira1464@hotmail.com,M,51,1975-10-09,752,752,73411,5100000,5100000,120,4484,home_loan,home_loan,Pune,self_employed_non_professional,Travel,12.37,ready_to_move,2024-03-25
RET-001465,RET-001465,Tanvi Monteiro,Tanvi Monteiro,UFIBH7744X,9474775625,tanvi1465@gmail.com,F,56,1970-03-03,879,879,195802,1100000,1100000,72,36458,auto_loan,auto_loan,Ahmedabad,self_employed_professional,Travel,9.7,,2024-11-19
RET-001466,RET-001466,Kumar Shetty,Kumar Shetty,NNPQM2991O,9651148238,kumar1466@gmail.com,F,27,1999-06-11,895,895,78211,700000,700000,84,3068,education_loan,education_loan,Mumbai,self_employed_professional,Education,18.21,,2025-11-17
RET-001467,RET-001467,Madhav Khanna,Madhav Khanna,EBULT2105E,9503435712,madhav1467@hotmail.com,M,40,1986-06-16,763,763,57446,1300000,1300000,48,8674,personal_loan,personal_loan,Delhi,self_employed_professional,Personal expenses,17.24,,2024-08-07
RET-001468,RET-001468,Aatrey James,Aatrey James,AITFK9079F,9396355804,aatrey1468@outlook.com,F,37,1989-05-10,889,889,92056,210000,210000,18,6442,gold_loan,gold_loan,Mumbai,salaried,Home appliances,11.98,,2024-05-31
RET-001469,RET-001469,Pallak Trivedi,Pallak Trivedi,AIFRI3477W,9471672119,pallak1469@outlook.com,O,32,1994-04-13,778,778,149234,800000,800000,36,6665,auto_loan,auto_loan,Bengaluru,self_employed_professional,Medical emergency,15.38,,2026-01-23
RET-001470,RET-001470,Advaita Birla,Advaita Birla,OYCJI9487E,9673060797,advaita1470@gmail.com,F,56,1970-01-17,834,834,132571,700000,700000,24,4875,personal_loan,personal_loan,Bengaluru,salaried,Medical emergency,15.62,,2024-07-16
RET-001471,RET-001471,Rajni Pillai,Rajni Pillai,BVWWP2412B,9110320495,rajni1471@yahoo.co.in,M,39,1987-08-25,705,705,97336,700000,700000,72,27940,auto_loan,auto_loan,Mumbai,self_employed_non_professional,Travel,17.54,,2024-10-11
RET-001472,RET-001472,Gaurav Parekh,Gaurav Parekh,PJGLI5570L,9886681035,gaurav1472@yahoo.co.in,M,23,2003-04-18,735,735,32202,2100000,2100000,300,10291,home_loan,home_loan,Hyderabad,self_employed_professional,Medical emergency,18.48,ready_to_move,2025-12-03
RET-001473,RET-001473,Meena Rodrigues,Meena Rodrigues,LWILY9619K,9270426274,meena1473@hotmail.com,F,22,2004-01-27,846,846,48970,6000000,6000000,180,2290,home_loan,home_loan,Pune,self_employed_professional,Travel,12.45,ready_to_move,2025-03-04
RET-001474,RET-001474,Aachal Chatterjee,Aachal Chatterjee,XCLJD7877X,9738173901,aachal1474@yahoo.co.in,O,54,1972-10-11,885,885,220014,200000,200000,48,45290,personal_loan,personal_loan,Bengaluru,self_employed_professional,Personal expenses,11.84,,2024-11-06
RET-001475,RET-001475,Govind Iyengar,Govind Iyengar,IVTIZ2510X,9802926612,govind1475@gmail.com,F,34,1992-02-14,560,560,55936,4000000,4000000,300,16620,home_loan,home_loan,Hyderabad,salaried,Medical emergency,17.58,under_construction,2025-01-19
RET-001476,RET-001476,Chetan Ahlawat,Chetan Ahlawat,NUKXV7357P,9540913243,chetan1476@rediffmail.com,M,49,1977-02-05,887,887,133777,170000,170000,18,44576,gold_loan,gold_loan,Mumbai,self_employed_professional,Debt consolidation,14.41,,2025-07-22
RET-001477,RET-001477,Kalpana Maheshwari,Kalpana Maheshwari,OZELW2303K,9865601827,kalpana1477@gmail.com,M,31,1995-11-15,850,850,143110,3200000,3200000,120,4299,home_loan,home_loan,Delhi,salaried,Vehicle purchase,18.27,ready_to_move,2025-09-25
RET-001478,RET-001478,Natasha Oswal,Natasha Oswal,WKGDD8207S,9854315169,natasha1478@outlook.com,M,57,1969-06-06,765,765,185905,800000,800000,60,48422,personal_loan,personal_loan,Bengaluru,salaried,Education,18.03,,2024-05-18
RET-001479,RET-001479,Manisha Lodha,Manisha Lodha,LZFMY3469O,9716712613,manisha1479@yahoo.co.in,M,28,1998-05-08,706,706,53143,700000,700000,36,1658,auto_loan,auto_loan,Bengaluru,salaried,Vehicle purchase,12.53,,2025-07-12
RET-001480,RET-001480,Seema Joseph,Seema Joseph,CMRHR3595N,9104774275,seema1480@yahoo.co.in,M,42,1984-05-28,737,737,147710,800000,800000,12,7448,personal_loan,personal_loan,Chennai,salaried,Home renovation,13.79,,2025-09-01
RET-001481,RET-001481,Shashi Muthusamy,Shashi Muthusamy,PZSBM5430R,9471912709,shashi1481@gmail.com,F,44,1982-09-01,842,842,23575,6500000,6500000,240,5688,home_loan,home_loan,Bengaluru,self_employed_professional,Vehicle purchase,15.48,ready_to_move,2026-02-23
RET-001482,RET-001482,Aishwarya Sekhon,Aishwarya Sekhon,EUHLU4276E,9906295144,aishwarya1482@gmail.com,F,45,1981-10-26,826,826,84029,200000,200000,24,19831,gold_loan,gold_loan,Bengaluru,salaried,Education,14.31,,2024-09-09
RET-001483,RET-001483,Aashna Sekhon,Aashna Sekhon,JWFKD2277J,9294782538,aashna1483@outlook.com,F,28,1998-12-08,749,749,365131,1900000,1900000,180,79251,home_loan,home_loan,Bengaluru,self_employed_professional,Vehicle purchase,9.88,ready_to_move,2025-07-04
RET-001484,RET-001484,Venkat Shetty,Venkat Shetty,ZSOPJ9214Y,9856061779,venkat1484@hotmail.com,O,48,1978-11-01,783,783,71475,1100000,1100000,36,16531,personal_loan,personal_loan,Delhi,salaried,Vehicle purchase,10.7,,2025-08-11
RET-001485,RET-001485,Sarath Kapoor,Sarath Kapoor,LOHRS7695S,9718409174,sarath1485@hotmail.com,O,34,1992-06-21,636,636,158872,2500000,2500000,36,51789,personal_loan,personal_loan,Mumbai,self_employed_non_professional,Education,11.61,,2024-05-22
RET-001486,RET-001486,Pankaj Subramaniam,Pankaj Subramaniam,DGVES7600P,9600414148,pankaj1486@hotmail.com,M,57,1969-01-21,884,884,286194,5400000,5400000,240,56826,home_loan,home_loan,Bengaluru,salaried,Education,13.15,under_construction,2025-04-12
RET-001487,RET-001487,Kabir Ganguly,Kabir Ganguly,QARIP7011Y,9578076583,kabir1487@gmail.com,M,55,1971-08-13,890,890,52201,1300000,1300000,24,16177,personal_loan,personal_loan,Nagpur,self_employed_professional,Consumer durables,16.32,,2025-11-19
RET-001488,RET-001488,Chandra Mann,Chandra Mann,OQGOT7425J,9566297680,chandra1488@hotmail.com,M,43,1983-12-23,754,754,63361,2400000,2400000,12,4259,personal_loan,personal_loan,Mumbai,salaried,Medical emergency,15.3,,2024-10-01
RET-001489,RET-001489,Aakash Sundaram,Aakash Sundaram,NIYUN9688G,9940657706,aakash1489@yahoo.co.in,O,40,1986-03-19,789,789,58727,4000000,4000000,300,1084,home_loan,home_loan,Chennai,self_employed_professional,Solar panel installation,10.18,under_construction,2024-09-05
RET-001490,RET-001490,Uday Bose,Uday Bose,ECCSU9225X,9255956671,uday1490@yahoo.co.in,O,49,1977-05-18,713,713,34381,1900000,1900000,120,6123,home_loan,home_loan,Coimbatore,salaried,Debt consolidation,16.79,ready_to_move,2025-01-16
RET-001491,RET-001491,Zeenat Noronha,Zeenat Noronha,CHGKN8791G,9601872604,zeenat1491@yahoo.co.in,F,24,2002-10-21,806,806,64622,140000,140000,12,17817,gold_loan,gold_loan,Bengaluru,self_employed_professional,Wedding,14.54,,2025-04-21
RET-001492,RET-001492,Aishwarya Ramachandran,Aishwarya Ramachandran,YFXIZ7641M,9791213029,aishwarya1492@hotmail.com,M,39,1987-01-13,816,816,60986,500000,500000,36,14614,personal_loan,personal_loan,Delhi,self_employed_professional,Solar panel installation,12.91,,2025-03-27
RET-001493,RET-001493,Aarav Fernandes,Aarav Fernandes,RLCHD1098Z,9425046251,aarav1493@gmail.com,O,41,1985-11-10,793,793,307230,6800000,6800000,120,60493,home_loan,home_loan,Pune,self_employed_non_professional,Vehicle purchase,9.97,under_construction,2024-12-13
RET-001494,RET-001494,Juhi Monteiro,Juhi Monteiro,IOVXW6277H,9942047780,juhi1494@gmail.com,F,47,1979-09-26,834,834,86663,6800000,6800000,180,4871,home_loan,home_loan,Kolkata,self_employed_non_professional,Vehicle purchase,12.05,ready_to_move,2025-10-31
RET-001495,RET-001495,Aditya Govindasamy,Aditya Govindasamy,XMORK3264S,9589245944,aditya1495@rediffmail.com,O,28,1998-10-21,883,883,89255,1000000,1000000,180,16813,home_loan,home_loan,Ahmedabad,self_employed_non_professional,Vehicle purchase,10.85,ready_to_move,2025-06-04
RET-001496,RET-001496,Radhika Gupta,Radhika Gupta,GOOSP9557X,9913466919,radhika1496@outlook.com,O,44,1982-01-17,814,814,159092,120000,120000,12,43505,gold_loan,gold_loan,Pune,salaried,Travel,12.95,,2024-07-28
RET-001497,RET-001497,Prasanna Malhotra,Prasanna Malhotra,HDTXD3487V,9197378323,prasanna1497@hotmail.com,O,26,2000-04-17,822,822,46685,900000,900000,36,3930,personal_loan,personal_loan,Bengaluru,self_employed_non_professional,Solar panel installation,12.37,,2025-08-22
RET-001498,RET-001498,Saanvi Thakkar,Saanvi Thakkar,HPHPY4050G,9487392629,saanvi1498@gmail.com,O,25,2001-12-17,856,856,127912,2200000,2200000,240,28631,home_loan,home_loan,Delhi,salaried,Travel,10.54,under_construction,2025-10-30
RET-001499,RET-001499,Gauri Das,Gauri Das,KIZLZ3999H,9517901868,gauri1499@outlook.com,O,54,1972-03-26,764,764,142326,3800000,3800000,240,12895,home_loan,home_loan,Hyderabad,self_employed_professional,Home appliances,13.66,ready_to_move,2026-02-01
RET-001500,RET-001500,Gurpreet Maheshwari,Gurpreet Maheshwari,IUNRM2967X,9142730326,gurpreet1500@rediffmail.com,O,60,1966-02-24,847,847,322933,5100000,5100000,300,69606,home_loan,home_loan,Hyderabad,salaried,Personal expenses,16.86,ready_to_move,2025-04-19
RET-001501,RET-001501,Achal Roy,Achal Roy,UBPTF4642E,9884480613,achal1501@outlook.com,O,40,1986-01-21,892,892,91574,2600000,2600000,84,8910,education_loan,education_loan,Bengaluru,salaried,Home renovation,18.36,,2024-11-14
RET-001502,RET-001502,Abhimanyu Chaudhury,Abhimanyu Chaudhury,AXLLE9801J,9658291866,abhimanyu1502@gmail.com,O,45,1981-05-28,839,839,274942,8000000,8000000,240,81380,home_loan,home_loan,Bengaluru,self_employed_non_professional,Solar panel installation,15.47,under_construction,2024-08-28
RET-001503,RET-001503,Yash Biswas,Yash Biswas,GPHWO2002E,9732802342,yash1503@outlook.com,O,51,1975-05-10,666,666,317368,300000,300000,72,61162,auto_loan,auto_loan,Bengaluru,self_employed_non_professional,Vehicle purchase,9.76,,2025-09-07
RET-001504,RET-001504,Chanchal Kshirsagar,Chanchal Kshirsagar,GHJBY9546T,9808769425,chanchal1504@outlook.com,F,49,1977-02-10,832,832,69289,700000,700000,48,11256,personal_loan,personal_loan,Chennai,salaried,Solar panel installation,15.63,,2025-09-15
RET-001505,RET-001505,Khushi Patil,Khushi Patil,IRIHF4072M,9663664958,khushi1505@rediffmail.com,M,41,1985-11-04,827,827,23063,2000000,2000000,60,2515,personal_loan,personal_loan,Coimbatore,self_employed_professional,Personal expenses,17.81,,2025-11-13
RET-001506,RET-001506,Adesh Khandelwal,Adesh Khandelwal,MQZFW8408H,9110227540,adesh1506@hotmail.com,F,31,1995-08-12,776,776,94903,900000,900000,48,14000,auto_loan,auto_loan,Bengaluru,self_employed_non_professional,Home renovation,16.53,,2025-11-02
RET-001507,RET-001507,Madhav Ranade,Madhav Ranade,HPEOU1982N,9373182757,madhav1507@outlook.com,O,51,1975-11-17,653,653,134578,800000,800000,48,31448,auto_loan,auto_loan,Delhi,salaried,Vehicle purchase,11.17,,2024-05-12
RET-001508,RET-001508,Sridhar Devarajan,Sridhar Devarajan,CKIKI3193K,9940437855,sridhar1508@outlook.com,M,44,1982-06-19,843,843,26633,2100000,2100000,12,8852,personal_loan,personal_loan,Hyderabad,self_employed_non_professional,Wedding,10.07,,2026-03-03
RET-001509,RET-001509,Sangeetha Deshpande,Sangeetha Deshpande,FTNHA3265F,9811199086,sangeetha1509@gmail.com,M,48,1978-08-03,763,763,124987,1300000,1300000,240,8576,home_loan,home_loan,Pune,self_employed_professional,Solar panel installation,16.28,under_construction,2024-12-25
