id,application_id,name,business_name,pan,gstin,mobile,email,promoter_name,promoter_cibil_score,cibil,annual_turnover,turnover,loan_amt,loan_amount_requested,business_vintage_years,vintage,type,loan_type,collateral,collateral_value,city,industry,loan_purpose,created
SME-000458,SME-000458,Rich Constructions Group,Rich Constructions Group,LROWI3455I,29LROWI3309HZW,9964941504,rich458@outlook.com,Saanvi Dubey,768,768,3900000,3900000,1900000,1900000,11,11,working_capital,working_capital,0,0,Bengaluru,Retail Trade,Inventory purchase,2025-11-18
SME-000459,SME-000459,Vijay Developers Pvt Ltd,Vijay Developers Pvt Ltd,JUSME8168V,33JUSME9240BZC,9680767910,vijay459@outlook.com,Ankit Reddy,566,566,8200000,8200000,3500000,3500000,16,16,term_loan,term_loan,5510000.0,5510000.0,Chennai,Retail Trade,Project finance,2025-10-17
SME-000460,SME-000460,Prabhu Logistics Pvt Ltd,Prabhu Logistics Pvt Ltd,HPWVB9900D,29HPWVB9069EZI,9623347060,prabhu460@yahoo.co.in,Anil Pannu,835,835,21600000,21600000,8800000,8800000,13,13,equipment_finance,equipment_finance,16930000.0,16930000.0,Bengaluru,IT / Software Services,Inventory purchase,2025-08-19
SME-000461,SME-000461,Maxim Fabrics & Co,Maxim Fabrics & Co,OPPGI7835G,29OPPGI8655AZQ,9117238616,maxim461@gmail.com,Juhi Jadhav,655,655,3100000,3100000,1100000,1100000,3,3,invoice_discounting,invoice_discounting,0,0,Bengaluru,Textiles & Garments,New branch setup,2024-04-02
SME-000462,SME-000462,Zest Yarns Group,Zest Yarns Group,XAKPL6138E,29XAKPL6494CZL,9288592755,zest462@gmail.com,Harsha Hooda,571,571,3900000,3900000,1900000,1900000,8,8,working_capital,working_capital,0,0,Bengaluru,IT / Software Services,New branch setup,2025-02-27
SME-000463,SME-000463,Wisdom Packaging Pvt Ltd,Wisdom Packaging Pvt Ltd,VDLFD6716W,27VDLFD6289JZI,9573968769,wisdom463@rediffmail.com,Nisha Godara,787,787,8400000,8400000,3700000,3700000,6,6,working_capital,working_capital,0,0,Nagpur,Retail Trade,Project finance,2024-12-07
SME-000464,SME-000464,Devi Healthcare OPC Pvt Ltd,Devi Healthcare OPC Pvt Ltd,TUMOP7495W,33TUMOP5157XZQ,9320772149,devi464@gmail.com,Ishika Bose,783,783,1800000,1800000,600000,600000,16,16,term_loan,term_loan,790000.0,790000.0,Chennai,IT / Software Services,Shop renovation,2024-12-11
SME-000465,SME-000465,Eagle Exports Pvt Ltd,Eagle Exports Pvt Ltd,MPMGY7223B,33MPMGY5167AZT,9156645578,eagle465@outlook.com,Vaishnavi Subramaniam,784,784,4600000,4600000,2700000,2700000,10,10,invoice_discounting,invoice_discounting,0,0,Chennai,Printing & Packaging,Inventory purchase,2025-05-02
SME-000466,SME-000466,Universal Finance & Co,Universal Finance & Co,HUEWW5682U,27HUEWW3357QZQ,9284456661,universal466@yahoo.co.in,Chetan Kale,778,778,5300000,5300000,600000,600000,11,11,project_finance,project_finance,3120000.0,3120000.0,Nagpur,Agriculture,Machinery purchase,2024-11-08
SME-000467,SME-000467,Silicon International Pvt Ltd,Silicon International Pvt Ltd,KWFWO8294N,29KWFWO7531IZF,9960894808,silicon467@yahoo.co.in,Mahesh Kamble,786,786,2200000,2200000,800000,800000,2,2,project_finance,project_finance,2680000.0,2680000.0,Bengaluru,Retail Trade,Invoice financing,2025-10-20
SME-000468,SME-000468,Swift Print Group,Swift Print Group,CLMFH3280Z,29CLMFH4584GZT,9852940867,swift468@rediffmail.com,Advaith Gopalakrishnan,791,791,16400000,16400000,2300000,2300000,15,15,equipment_finance,equipment_finance,8050000.0,8050000.0,Bengaluru,Construction,Business expansion,2024-04-25
SME-000469,SME-000469,Titan Castings Pvt Ltd,Titan Castings Pvt Ltd,CLUTE2036O,07CLUTE5223SZK,9601072723,titan469@outlook.com,Aaira Zaveri,718,718,5500000,5500000,600000,600000,11,11,term_loan,term_loan,3420000.0,3420000.0,Delhi,Pharmaceuticals,Inventory purchase,2025-01-15
SME-000470,SME-000470,Dakshin Manufacturing OPC Pvt Ltd,Dakshin Manufacturing OPC Pvt Ltd,NLZMH5339H,29NLZMH2307PZJ,9346422059,dakshin470@rediffmail.com,Girish Paul,831,831,60900000,60900000,7700000,7700000,12,12,working_capital,working_capital,0,0,Bengaluru,Food Processing,Business expansion,2024-09-20
SME-000471,SME-000471,Golden Realty Group,Golden Realty Group,CWWOF3374X,29CWWOF4241FZA,9315970085,golden471@yahoo.co.in,Adhiti Bajaj,733,733,2800000,2800000,1300000,1300000,20,20,working_capital,working_capital,0,0,Bengaluru,IT / Software Services,Technology upgrade,2024-11-30
SME-000472,SME-000472,Crest Robotics Pvt Ltd,Crest Robotics Pvt Ltd,DRENW3339S,29DRENW3994HZB,9147323513,crest472@outlook.com,Rachna Patil,787,787,3200000,3200000,1600000,1600000,5,5,term_loan,term_loan,1520000.0,1520000.0,Bengaluru,Logistics,Capacity expansion,2025-11-16
SME-000473,SME-000473,Pioneer Telecom OPC Pvt Ltd,Pioneer Telecom OPC Pvt Ltd,CLNBM7584X,36CLNBM6644ZZY,9691601861,pioneer473@hotmail.com,Rahul Biswas,691,691,9700000,9700000,4800000,4800000,13,13,working_capital,working_capital,0,0,Hyderabad,Retail Trade,Working capital,2025-05-03
SME-000474,SME-000474,Kalpa Logistics Pvt Ltd,Kalpa Logistics Pvt Ltd,ZCGBA3620Y,29ZCGBA1604VZK,9517629075,kalpa474@rediffmail.com,Preethi Mehta,711,711,4200000,4200000,1000000,1000000,22,22,working_capital,working_capital,0,0,Bengaluru,Pharmaceuticals,Business expansion,2024-08-24
SME-000475,SME-000475,Wisdom Finance Group,Wisdom Finance Group,FKZGR9105G,29FKZGR4276GZX,9763280777,wisdom475@yahoo.co.in,Aanya Thorat,664,664,1500000,1500000,900000,900000,9,9,working_capital,working_capital,0,0,Bengaluru,Manufacturing,Machinery purchase,2024-10-31
SME-000476,SME-000476,Nature Solutions Associates,Nature Solutions Associates,NYHQK1004C,33NYHQK2595RZN,9905065378,nature476@rediffmail.com,Suresh Shanmugam,798,798,1900000,1900000,600000,600000,18,18,equipment_finance,equipment_finance,2460000.0,2460000.0,Chennai,Food Processing,Project finance,2024-06-11
SME-000477,SME-000477,Shiva Paper Associates,Shiva Paper Associates,ODQRH1458K,27ODQRH9614OZA,9300145262,shiva477@hotmail.com,Alok Duraisamy,736,736,12100000,12100000,1400000,1400000,17,17,working_capital,working_capital,0,0,Pune,Construction,Trade finance,2024-07-21
SME-000478,SME-000478,Raja Pharmaceuticals Associates,Raja Pharmaceuticals Associates,PPPWQ6481S,29PPPWQ4737SZH,9216210843,raja478@gmail.com,Aarchi Chauhan,793,793,18300000,18300000,2500000,2500000,3,3,project_finance,project_finance,13370000.0,13370000.0,Bengaluru,Construction,Capacity expansion,2024-10-09
SME-000479,SME-000479,Malabar Infotech & Co,Malabar Infotech & Co,ZGMCI2282T,24ZGMCI7134PZV,9936088761,malabar479@rediffmail.com,Akanksha Datta,797,797,20600000,20600000,1400000,1400000,22,22,term_loan,term_loan,17090000.0,17090000.0,Ahmedabad,Retail Trade,Inventory purchase,2024-09-26
SME-000480,SME-000480,Rajendra Steel OPC Pvt Ltd,Rajendra Steel OPC Pvt Ltd,FJKQI8655U,29FJKQI7297UZL,9174067885,rajendra480@yahoo.co.in,Archana Chidambaram,792,792,18700000,18700000,7600000,7600000,3,3,working_capital,working_capital,0,0,Bengaluru,Food Processing,Invoice financing,2024-05-24
SME-000481,SME-000481,Golden Logistics & Co,Golden Logistics & Co,HPWLB3033X,29HPWLB2466WZY,9899925461,golden481@yahoo.co.in,Adhira Hariharan,776,776,3900000,3900000,1400000,1400000,14,14,term_loan,term_loan,5740000.0,5740000.0,Bengaluru,Retail Trade,New branch setup,2024-10-28
SME-000482,SME-000482,Arunodaya Healthcare Co-op,Arunodaya Healthcare Co-op,GOGDI3669O,24GOGDI5467XZG,9981268875,arunodaya482@hotmail.com,Aakash Sequeira,842,842,1700000,1700000,600000,600000,7,7,working_capital,working_capital,0,0,Ahmedabad,Textiles & Garments,Shop renovation,2024-03-26
SME-000483,SME-000483,Summit Studios Group,Summit Studios Group,ATUUO8287L,29ATUUO7441YZE,9575154207,summit483@yahoo.co.in,Puja Annamalai,725,725,78800000,78800000,41800000,41800000,5,5,term_loan,term_loan,84780000.0,84780000.0,Bengaluru,Manufacturing,Trade finance,2025-03-04
SME-000484,SME-000484,Bharat Castings Co-op,Bharat Castings Co-op,RGXPT5757K,07RGXPT7750WZX,9599150479,bharat484@yahoo.co.in,Varun Lodha,750,750,5500000,5500000,2500000,2500000,5,5,working_capital,working_capital,0,0,Delhi,Retail Trade,Technology upgrade,2025-10-15
SME-000485,SME-000485,Reliance Networks & Co,Reliance Networks & Co,QUVZT5869Z,24QUVZT4609VZT,9959414206,reliance485@outlook.com,Vibha Gupte,781,781,19400000,19400000,2000000,2000000,16,16,term_loan,term_loan,18370000.0,18370000.0,Ahmedabad,Food Processing,Export financing,2024-11-22
SME-000486,SME-000486,Chandra Metals Pvt Ltd,Chandra Metals Pvt Ltd,OUCFU6371B,36OUCFU5745SZX,9214346306,chandra486@gmail.com,Sudhir Chaudhury,709,709,68000000,68000000,34100000,34100000,6,6,term_loan,term_loan,66780000.0,66780000.0,Hyderabad,Education,Business expansion,2025-09-27
SME-000487,SME-000487,Karthikeya Fabrics Pvt Ltd,Karthikeya Fabrics Pvt Ltd,RWEOH6615N,29RWEOH9326XZC,9220185645,karthikeya487@gmail.com,Simran Subramaniam,769,769,55000000,55000000,1200000,1200000,17,17,equipment_finance,equipment_finance,45110000.0,45110000.0,Bengaluru,Retail Trade,Business expansion,2024-03-15
SME-000488,SME-000488,Ashoka Events OPC Pvt Ltd,Ashoka Events OPC Pvt Ltd,VHLMC5552Z,29VHLMC6065UZG,9624968352,ashoka488@yahoo.co.in,Pavan Ghosh,681,681,18100000,18100000,3700000,3700000,13,13,term_loan,term_loan,7960000.0,7960000.0,Bengaluru,Textiles & Garments,Invoice financing,2025-03-30
SME-000489,SME-000489,Landmark Solutions Co-op,Landmark Solutions Co-op,RECKR3829I,29RECKR5024YZW,9889465550,landmark489@yahoo.co.in,Roopa Subramaniam,770,770,48900000,48900000,13700000,13700000,7,7,equipment_finance,equipment_finance,67350000.0,67350000.0,Bengaluru,Pharmaceuticals,Export financing,2026-01-26
SME-000490,SME-000490,Atharva Yarns Pvt Ltd,Atharva Yarns Pvt Ltd,CJZQS3853T,27CJZQS3810YZY,9887829281,atharva490@outlook.com,Aakash Kulkarni,772,772,82700000,82700000,22400000,22400000,14,14,invoice_discounting,invoice_discounting,0,0,Mumbai,Pharmaceuticals,Capacity expansion,2025-10-16
SME-000491,SME-000491,Disha International OPC Pvt Ltd,Disha International OPC Pvt Ltd,MAGBK3704O,29MAGBK5046SZE,9440894642,disha491@rediffmail.com,Zubaida Ranade,849,849,8600000,8600000,1100000,1100000,17,17,invoice_discounting,invoice_discounting,0,0,Bengaluru,IT / Software Services,Export financing,2025-06-02
SME-000492,SME-000492,Omni Spares & Co,Omni Spares & Co,HMZIO9297R,07HMZIO4898OZM,9423974961,omni492@yahoo.co.in,Sunita Apte,808,808,33600000,33600000,11000000,11000000,7,7,term_loan,term_loan,17620000.0,17620000.0,Delhi,Manufacturing,Technology upgrade,2026-02-12
SME-000493,SME-000493,Western Finance Associates,Western Finance Associates,LCEPY7164H,27LCEPY3838IZM,9763924964,western493@rediffmail.com,Savitha Limaye,795,795,1500000,1500000,900000,900000,12,12,working_capital,working_capital,0,0,Mumbai,Automobile Components,Technology upgrade,2024-10-12
SME-000494,SME-000494,Synergy Fabrics Group,Synergy Fabrics Group,GYTDJ7024F,36GYTDJ2571HZW,9826886298,synergy494@outlook.com,Nandini Dhull,730,730,83100000,83100000,45200000,45200000,4,4,term_loan,term_loan,46820000.0,46820000.0,Hyderabad,Logistics,Shop renovation,2025-12-18
SME-000495,SME-000495,Mahindra Systems Associates,Mahindra Systems Associates,AQPNQ4171Q,36AQPNQ8742GZK,9636465700,mahindra495@hotmail.com,Shikha Veerasamy,798,798,15200000,15200000,6000000,6000000,7,7,working_capital,working_capital,0,0,Hyderabad,Textiles & Garments,Invoice financing,2024-05-11
SME-000496,SME-000496,Swift Media Pvt Ltd,Swift Media Pvt Ltd,OBWIO3270G,32OBWIO6996CZM,9773591492,swift496@yahoo.co.in,Sneha Venkataraman,753,753,81500000,81500000,48000000,48000000,16,16,project_finance,project_finance,109120000.0,109120000.0,Kochi,Logistics,Technology upgrade,2026-01-29
SME-000497,SME-000497,Shankar Systems OPC Pvt Ltd,Shankar Systems OPC Pvt Ltd,DDUXM7632Y,27DDUXM7581UZK,9359448422,shankar497@hotmail.com,Yashika Sen,760,760,21000000,21000000,5000000,5000000,17,17,equipment_finance,equipment_finance,14950000.0,14950000.0,Mumbai,Retail Trade,Working capital,2025-12-16
SME-000498,SME-000498,Raja Fashions Group,Raja Fashions Group,XFOST6336C,29XFOST2852ZZD,9906480786,raja498@outlook.com,Amarjeet Rajput,885,885,10700000,10700000,3200000,3200000,6,6,invoice_discounting,invoice_discounting,0,0,Bengaluru,Automobile Components,Capacity expansion,2024-10-10
SME-000499,SME-000499,Excel Studios Co-op,Excel Studios Co-op,WFQOR1029H,29WFQOR2146FZA,9173240442,excel499@yahoo.co.in,Aayat Dwivedi,844,844,20600000,20600000,800000,800000,21,21,term_loan,term_loan,27610000.0,27610000.0,Bengaluru,Manufacturing,Trade finance,2025-12-17
SME-000500,SME-000500,Fortune Auto Components & Co,Fortune Auto Components & Co,RSHUS5687H,27RSHUS9211SZF,9157735114,fortune500@rediffmail.com,Deepa Roy,631,631,21300000,21300000,11800000,11800000,3,3,term_loan,term_loan,27690000.0,27690000.0,Pune,Food Processing,Invoice financing,2025-04-11
SME-000501,SME-000501,Shankar Services Pvt Ltd,Shankar Services Pvt Ltd,JFSBJ1396M,29JFSBJ7093BZT,9424275283,shankar501@outlook.com,Sarath Tanwar,719,719,10200000,10200000,3800000,3800000,21,21,project_finance,project_finance,11270000.0,11270000.0,Bengaluru,Real Estate,Shop renovation,2024-05-05
SME-000502,SME-000502,Delta Traders Group,Delta Traders Group,DZEJQ9151Y,19DZEJQ3569IZM,9167789270,delta502@rediffmail.com,Anil Limaye,788,788,9800000,9800000,5200000,5200000,10,10,term_loan,term_loan,11650000.0,11650000.0,Kolkata,IT / Software Services,Capacity expansion,2025-02-02
SME-000503,SME-000503,Rajlakshmi Paper & Co,Rajlakshmi Paper & Co,AXVQD4625T,27AXVQD3986SZI,9477735006,rajlakshmi503@yahoo.co.in,Kavita Annamalai,803,803,48100000,48100000,14400000,14400000,18,18,equipment_finance,equipment_finance,42200000.0,42200000.0,Mumbai,Retail Trade,Inventory purchase,2025-10-25
SME-000504,SME-000504,Jain Services & Co,Jain Services & Co,ZMYMH3632J,29ZMYMH1763IZD,9890102005,jain504@yahoo.co.in,Pallak Bains,788,788,4500000,4500000,1500000,1500000,21,21,equipment_finance,equipment_finance,6360000.0,6360000.0,Bengaluru,Textiles & Garments,Trade finance,2025-08-03
SME-000505,SME-000505,Sahyadri Traders & Co,Sahyadri Traders & Co,TDYHF5512U,29TDYHF9173RZB,9806735046,sahyadri505@yahoo.co.in,Aazeen Kapoor,830,830,1900000,1900000,800000,800000,4,4,project_finance,project_finance,2690000.0,2690000.0,Bengaluru,E-commerce,Trade finance,2024-03-10
SME-000506,SME-000506,Omega Advertising & Co,Omega Advertising & Co,AMNLL4033Z,29AMNLL8778JZS,9793286591,omega506@gmail.com,Gaurav Gowda,857,857,2300000,2300000,1300000,1300000,13,13,term_loan,term_loan,1610000.0,1610000.0,Bengaluru,IT / Software Services,Capacity expansion,2025-11-27
SME-000507,SME-000507,Gold Healthcare Group,Gold Healthcare Group,QSIZG8272H,19QSIZG9168NZV,9683516723,gold507@hotmail.com,Manisha Reddy,737,737,13800000,13800000,3600000,3600000,17,17,working_capital,working_capital,0,0,Kolkata,Chemicals,Technology upgrade,2025-10-14
SME-000508,SME-000508,Supriya Chemicals LLP,Supriya Chemicals LLP,DVAJW4106V,24DVAJW7766OZP,9784315938,supriya508@rediffmail.com,Zara Phadke,699,699,36200000,36200000,9000000,9000000,12,12,equipment_finance,equipment_finance,46860000.0,46860000.0,Surat,Automobile Components,Working capital,2025-10-24
SME-000509,SME-000509,Sahyadri Logistics Co-op,Sahyadri Logistics Co-op,OBVNV9614S,09OBVNV8183YZU,9577413303,sahyadri509@gmail.com,Naomi Chetty,888,888,4200000,4200000,1800000,1800000,22,22,project_finance,project_finance,5210000.0,5210000.0,Lucknow,Manufacturing,Capacity expansion,2026-01-31
SME-000510,SME-000510,Zenith Motors Group,Zenith Motors Group,EFZHW1789Y,29EFZHW9432QZZ,9623087596,zenith510@rediffmail.com,Satish Chauhan,899,899,17400000,17400000,8700000,8700000,16,16,equipment_finance,equipment_finance,23590000.0,23590000.0,Bengaluru,Construction,Working capital,2024-05-30
SME-000511,SME-000511,Mukunda Electronics Group,Mukunda Electronics Group,OAQRQ2462O,36OAQRQ6503IZC,9648051856,mukunda511@outlook.com,Gopal Rao,744,744,41500000,41500000,17200000,17200000,15,15,term_loan,term_loan,40030000.0,40030000.0,Hyderabad,Pharmaceuticals,Technology upgrade,2025-12-25
SME-000512,SME-000512,Infinity Yarns Co-op,Infinity Yarns Co-op,TCBIP1536G,29TCBIP3157OZX,9655306596,infinity512@rediffmail.com,Amrita Iyer,659,659,20200000,20200000,9300000,9300000,21,21,term_loan,term_loan,20960000.0,20960000.0,Bengaluru,Agriculture,Invoice financing,2024-08-07
SME-000513,SME-000513,Himalaya Spares OPC Pvt Ltd,Himalaya Spares OPC Pvt Ltd,SMQVF4528P,33SMQVF3433OZW,9506064573,himalaya513@hotmail.com,Saritha Ganguly,874,874,8400000,8400000,3200000,3200000,22,22,term_loan,term_loan,11300000.0,11300000.0,Chennai,IT / Software Services,Export financing,2025-05-12
SME-000514,SME-000514,Raj Systems Group,Raj Systems Group,OUQKF5048K,29OUQKF4257FZD,9975956011,raj514@yahoo.co.in,Seema Ganesan,748,748,7200000,7200000,2400000,2400000,18,18,invoice_discounting,invoice_discounting,0,0,Bengaluru,IT / Software Services,Technology upgrade,2025-03-30
SME-000515,SME-000515,Eastern Plastics Group,Eastern Plastics Group,FAARG4841P,29FAARG6821RZC,9562891160,eastern515@outlook.com,Namita Banerjee,646,646,33800000,33800000,16400000,16400000,12,12,term_loan,term_loan,32410000.0,32410000.0,Bengaluru,Construction,New branch setup,2025-10-07
SME-000516,SME-000516,National Steel Pvt Ltd,National Steel Pvt Ltd,WHPUU5316P,07WHPUU5496ZZA,9465970713,national516@rediffmail.com,Aanya Birla,702,702,4700000,4700000,2200000,2200000,22,22,term_loan,term_loan,4690000.0,4690000.0,Delhi,E-commerce,Capacity expansion,2026-02-05
SME-000517,SME-000517,Landmark Security OPC Pvt Ltd,Landmark Security OPC Pvt Ltd,OJKNN9949O,29OJKNN2551RZB,9685808349,landmark517@rediffmail.com,Meena Bhavsar,877,877,2800000,2800000,1400000,1400000,19,19,equipment_finance,equipment_finance,3420000.0,3420000.0,Bengaluru,Manufacturing,Business expansion,2025-03-28
SME-000518,SME-000518,Turbo Forgings Co-op,Turbo Forgings Co-op,HLYXW4872C,33HLYXW4527LZP,9757513106,turbo518@hotmail.com,Gaurav Waghmare,768,768,7700000,7700000,2200000,2200000,15,15,term_loan,term_loan,10950000.0,10950000.0,Chennai,Real Estate,Shop renovation,2026-01-27
SME-000519,SME-000519,Dakshin Developers LLP,Dakshin Developers LLP,NANBS5176V,29NANBS2790CZO,9148408709,dakshin519@gmail.com,Jayesh Veerasamy,651,651,44400000,44400000,9500000,9500000,10,10,term_loan,term_loan,58720000.0,58720000.0,Bengaluru,Textiles & Garments,Invoice financing,2025-06-14
SME-000520,SME-000520,Vijay Paper OPC Pvt Ltd,Vijay Paper OPC Pvt Ltd,UDCCP1036H,07UDCCP4408PZO,9420146451,vijay520@rediffmail.com,Zara Nair,759,759,3900000,3900000,500000,500000,21,21,equipment_finance,equipment_finance,5580000.0,5580000.0,Delhi,Retail Trade,Business expansion,2025-03-23
SME-000521,SME-000521,Aarav Hospital Group,Aarav Hospital Group,YACLU4527E,29YACLU4277CZF,9641308666,aarav521@gmail.com,Mrinal Muthusamy,823,823,91900000,91900000,10000000,10000000,11,11,invoice_discounting,invoice_discounting,0,0,Bengaluru,Automobile Components,Invoice financing,2024-09-23
SME-000522,SME-000522,Standard Solutions Co-op,Standard Solutions Co-op,ZRKST5816P,07ZRKST5714PZQ,9871792941,standard522@rediffmail.com,Srikanth Sangwan,748,748,18400000,18400000,11000000,11000000,13,13,invoice_discounting,invoice_discounting,0,0,Delhi,IT / Software Services,Working capital,2026-02-03
SME-000523,SME-000523,Maxim Packaging Pvt Ltd,Maxim Packaging Pvt Ltd,PSIJB2070J,27PSIJB3930UZC,9755944150,maxim523@gmail.com,Anshika Raval,565,565,2200000,2200000,1200000,1200000,10,10,equipment_finance,equipment_finance,1760000.0,1760000.0,Mumbai,Textiles & Garments,Trade finance,2025-07-21
SME-000524,SME-000524,Dharma Industries Group,Dharma Industries Group,JOUOM5752Z,19JOUOM7481YZI,9546464499,dharma524@yahoo.co.in,Prashanth Murthy,717,717,2100000,2100000,1200000,1200000,22,22,term_loan,term_loan,1910000.0,1910000.0,Kolkata,Logistics,Capacity expansion,2025-01-13
SME-000525,SME-000525,Global Labs Group,Global Labs Group,HTDOZ7280E,29HTDOZ6425MZI,9614965026,global525@rediffmail.com,Vandana Chetty,724,724,3700000,3700000,2000000,2000000,15,15,project_finance,project_finance,4780000.0,4780000.0,Bengaluru,Food Processing,Capacity expansion,2024-11-07
SME-000526,SME-000526,Elite Exports & Co,Elite Exports & Co,DJNYH5775Y,29DJNYH9821AZJ,9740337186,elite526@hotmail.com,Yashwanth Modi,775,775,9200000,9200000,3900000,3900000,13,13,equipment_finance,equipment_finance,11730000.0,11730000.0,Bengaluru,Textiles & Garments,Project finance,2024-07-25
SME-000527,SME-000527,Vidya Technologies OPC Pvt Ltd,Vidya Technologies OPC Pvt Ltd,VLDXD5654A,27VLDXD4757GZF,9308966897,vidya527@outlook.com,Saloni Sangwan,793,793,46400000,46400000,13100000,13100000,10,10,term_loan,term_loan,21550000.0,21550000.0,Mumbai,Pharmaceuticals,New branch setup,2024-07-22
SME-000528,SME-000528,Crest Forgings OPC Pvt Ltd,Crest Forgings OPC Pvt Ltd,BUOKD4335O,23BUOKD5808VZZ,9731722306,crest528@yahoo.co.in,Sushma John,777,777,5400000,5400000,500000,500000,5,5,working_capital,working_capital,0,0,Indore,Pharmaceuticals,Business expansion,2026-02-08
SME-000529,SME-000529,Karthikeya Software OPC Pvt Ltd,Karthikeya Software OPC Pvt Ltd,OCKJY8463J,09OCKJY3139LZN,9178176393,karthikeya529@outlook.com,Ashok Datta,785,785,71200000,71200000,13100000,13100000,3,3,working_capital,working_capital,0,0,Lucknow,Pharmaceuticals,Business expansion,2024-06-12
SME-000530,SME-000530,Majestic Fabrics & Co,Majestic Fabrics & Co,BTPSF3472E,29BTPSF1219TZP,9357154967,majestic530@yahoo.co.in,Mahesh Pandey,750,750,5600000,5600000,800000,800000,9,9,project_finance,project_finance,4660000.0,4660000.0,Bengaluru,Food Processing,Export financing,2025-12-19
SME-000531,SME-000531,Majestic Media OPC Pvt Ltd,Majestic Media OPC Pvt Ltd,ZSCYX9735B,24ZSCYX8168CZK,9919591593,majestic531@rediffmail.com,Ravi Dhillon,757,757,16200000,16200000,5400000,5400000,10,10,equipment_finance,equipment_finance,18130000.0,18130000.0,Ahmedabad,Food Processing,Working capital,2025-10-13
SME-000532,SME-000532,Apex Auto Components & Co,Apex Auto Components & Co,NMGQB1022G,07NMGQB5043RZP,9791278548,apex532@outlook.com,Vikram Kamble,882,882,1700000,1700000,800000,800000,9,9,term_loan,term_loan,1290000.0,1290000.0,Delhi,Retail Trade,Export financing,2024-09-15
SME-000533,SME-000533,Crest Polymers Pvt Ltd,Crest Polymers Pvt Ltd,KEPHX4418Q,27KEPHX6623LZH,9539137737,crest533@outlook.com,Tejaswi Khandelwal,893,893,10600000,10600000,4800000,4800000,11,11,term_loan,term_loan,13310000.0,13310000.0,Mumbai,Construction,Invoice financing,2025-11-25
SME-000534,SME-000534,Shri Plastics OPC Pvt Ltd,Shri Plastics OPC Pvt Ltd,YZVTR4169H,29YZVTR6754MZO,9390281675,shri534@yahoo.co.in,Vasanth George,807,807,2300000,2300000,900000,900000,7,7,project_finance,project_finance,1240000.0,1240000.0,Bengaluru,Automobile Components,Inventory purchase,2024-03-22
SME-000535,SME-000535,Sterling Spares OPC Pvt Ltd,Sterling Spares OPC Pvt Ltd,GQJVR9784K,29GQJVR9908KZJ,9219494460,sterling535@yahoo.co.in,Varsha Kamath,732,732,17600000,17600000,6000000,6000000,16,16,equipment_finance,equipment_finance,21700000.0,21700000.0,Bengaluru,Education,Capacity expansion,2025-09-05
SME-000536,SME-000536,Indra Packaging Co-op,Indra Packaging Co-op,XAMKG6593L,24XAMKG9332XZY,9526784620,indra536@yahoo.co.in,Anshika Waghmare,667,667,70400000,70400000,35900000,35900000,13,13,invoice_discounting,invoice_discounting,0,0,Ahmedabad,Pharmaceuticals,Capacity expansion,2025-11-27
SME-000537,SME-000537,Vista Fashions OPC Pvt Ltd,Vista Fashions OPC Pvt Ltd,GAATR4599O,36GAATR2505JZT,9326656717,vista537@rediffmail.com,Devika Apte,797,797,4500000,4500000,2700000,2700000,22,22,project_finance,project_finance,4840000.0,4840000.0,Hyderabad,Construction,Inventory purchase,2025-11-15
SME-000538,SME-000538,Dharma Builders Group,Dharma Builders Group,FNZBY5411P,29FNZBY6695JZO,9137355002,dharma538@rediffmail.com,Usha Doshi,873,873,31300000,31300000,13700000,13700000,19,19,working_capital,working_capital,0,0,Bengaluru,Pharmaceuticals,Business expansion,2025-05-07
SME-000539,SME-000539,United Engineering Group,United Engineering Group,QKJBN7425R,29QKJBN3681TZW,9299756844,united539@rediffmail.com,Riya Srivastava,868,868,7200000,7200000,1600000,1600000,4,4,term_loan,term_loan,7330000.0,7330000.0,Bengaluru,IT / Software Services,Trade finance,2025-07-18
SME-000540,SME-000540,Ganesh Steel Co-op,Ganesh Steel Co-op,QXSEB3810Z,23QXSEB3961JZA,9485794567,ganesh540@hotmail.com,Harish Joshi,557,557,16500000,16500000,1300000,1300000,4,4,working_capital,working_capital,0,0,Indore,Food Processing,Machinery purchase,2024-10-18
SME-000541,SME-000541,Pioneer Healthcare Co-op,Pioneer Healthcare Co-op,DQTTT3617Z,29DQTTT2486UZX,9670899209,pioneer541@outlook.com,Sowmya Thomas,732,732,48900000,48900000,20700000,20700000,13,13,term_loan,term_loan,38090000.0,38090000.0,Bengaluru,Textiles & Garments,Shop renovation,2026-02-24
SME-000542,SME-000542,Rising Constructions Co-op,Rising Constructions Co-op,JKYZU6830J,07JKYZU1613YZF,9662538963,rising542@rediffmail.com,Achal Gupte,695,695,1600000,1600000,500000,500000,3,3,equipment_finance,equipment_finance,1500000.0,1500000.0,Delhi,Textiles & Garments,Business expansion,2025-12-29
SME-000543,SME-000543,Matrix Enterprises LLP,Matrix Enterprises LLP,EODTB3224O,24EODTB5656WZF,9206438021,matrix543@rediffmail.com,Mamatha Hegde,792,792,2000000,2000000,900000,900000,7,7,equipment_finance,equipment_finance,1720000.0,1720000.0,Ahmedabad,Manufacturing,Invoice financing,2024-06-06
SME-000544,SME-000544,Indus Print Pvt Ltd,Indus Print Pvt Ltd,MBRDO4212Q,36MBRDO4643SZI,9110421894,indus544@hotmail.com,Nimisha Bains,838,838,1900000,1900000,500000,500000,15,15,working_capital,working_capital,0,0,Hyderabad,IT / Software Services,Working capital,2024-09-02
